version https://git-lfs.github.com/spec/v1,team,school_name,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,year
oid sha256:e71f55f5cb8ea895d20790615afb0c233f8f5354de41234ec4e70640802fd4dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
size 1514983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,siena,Siena,30,13,17,.433,-12.99,-13.32,11,9,7,6,6,10,1974,1964,1205,706,1862,.379,161,635,.254,401,546,.734,462,1229,404,266,89,555,544,2026.0
,south-alabama,South Alabama,34,16,18,.471,-1.13,-1.05,5,13,9,7,3,10,2289,2292,1365,827,2030,.407,231,725,.319,404,601,.672,492,1366,455,280,113,658,636,2026.0
,south-carolina,South Carolina,34,31,3,.912,47.61,19.26,15,1,16,0,11,1,2934,1970,1365,1115,2200,.507,206,555,.371,498,690,.722,447,1423,612,322,207,434,431,2026.0
,south-carolina-state,South Carolina State,30,5,25,.167,-31.53,-9.07,2,11,3,11,2,13,1616,2111,1206,601,1743,.345,147,554,.265,267,418,.639,315,953,303,319,70,627,565,2026.0
,south-carolina-upstate,South Carolina Upstate,32,12,20,.375,-21.43,-10.57,6,10,6,8,5,10,1851,2012,1290,683,1718,.398,199,570,.349,286,412,.694,412,1325,376,159,106,714,514,2026.0
,south-dakota,South Dakota,32,23,9,.719,2.09,-4.84,12,4,12,3,9,5,2250,1875,1285,805,1944,.414,176,567,.310,464,579,.801,368,1281,398,241,123,402,498,2026.0
,south-dakota-state,South Dakota State,33,27,6,.818,17.24,1.90,14,2,11,2,10,2,2527,2021,1320,929,1920,.484,234,666,.351,435,585,.744,338,1300,527,237,130,445,426,2026.0
,south-florida,South Florida,32,20,12,.625,11.88,7.94,13,5,14,3,5,5,2253,2127,1285,849,1951,.435,145,469,.309,410,559,.733,397,1291,507,204,130,494,555,2026.0
,southeast-missouri-state,Southeast Missouri State,32,14,18,.438,-7.59,-3.69,8,12,8,6,4,10,2137,2143,1280,757,1800,.421,176,594,.296,447,639,.700,292,1049,407,254,109,523,552,2026.0
,southeastern-louisiana,Southeastern Louisiana,29,5,24,.172,-21.71,-4.07,4,18,4,9,1,15,1717,2155,1170,610,1697,.359,177,595,.297,320,454,.705,338,955,306,233,51,442,487,2026.0
,southern,Southern,32,19,13,.594,-6.93,-7.30,12,6,9,2,7,11,1981,1891,1280,725,1893,.383,161,492,.327,370,618,.599,432,1118,401,369,111,549,679,2026.0
,southern-california,Southern California,30,17,13,.567,28.14,21.07,9,9,12,4,3,7,2098,1886,1200,765,1873,.408,220,726,.303,348,495,.703,372,1114,494,252,174,422,506,2026.0
,southern-illinois,Southern Illinois,30,10,20,.333,-11.54,-4.04,7,13,7,7,3,10,2008,2146,1200,758,1865,.406,113,388,.291,379,549,.690,370,1134,377,233,70,447,549,2026.0
,southern-illinois-edwardsville,SIU Edwardsville,32,16,16,.500,-7.95,-5.71,8,12,10,6,5,9,1988,1917,1290,726,1846,.393,221,712,.310,315,478,.659,379,1225,387,187,79,488,500,2026.0
,southern-indiana,Southern Indiana,31,21,10,.677,2.12,-4.10,14,6,12,3,8,6,2163,1817,1250,792,1932,.410,180,565,.319,399,531,.751,434,1255,399,311,81,452,498,2026.0
,southern-methodist,Southern Methodist,30,9,21,.300,-2.99,9.91,2,16,6,10,2,10,1854,2241,1200,666,1785,.373,180,574,.314,342,503,.680,349,1024,310,301,132,529,500,2026.0
,southern-mississippi,Southern Mississippi,31,15,16,.484,-2.47,0.16,8,10,10,5,5,8,2304,2294,1245,824,2018,.408,224,716,.313,432,573,.754,392,1190,348,236,70,421,499,2026.0
,southern-utah,Southern Utah,31,19,12,.613,-3.33,-3.18,11,7,13,1,5,10,2234,2097,1250,778,1839,.423,200,604,.331,478,655,.730,392,1290,467,144,121,483,526,2026.0
,st-bonaventure,St. Bonaventure,31,16,15,.516,-5.07,-4.30,7,11,8,5,6,9,1925,1900,1245,729,1748,.417,152,515,.295,315,435,.724,282,1068,351,251,91,478,483,2026.0
,st-johns-ny,St. John's (NY),33,22,11,.667,7.69,6.05,11,9,11,4,8,6,2061,2007,1320,749,1694,.442,183,609,.300,380,533,.713,290,1125,464,207,149,567,446,2026.0
,st-thomas-mn,St. Thomas,32,16,16,.500,-4.66,-2.66,8,8,10,8,5,6,2074,1989,1285,743,1725,.431,207,645,.321,381,549,.694,317,1090,437,262,143,508,513,2026.0
,stanford,Stanford,32,19,13,.594,19.61,11.67,8,10,11,6,6,5,2246,1992,1295,857,1987,.431,185,617,.300,347,443,.783,393,1290,402,247,112,467,462,2026.0
,stephen-f-austin,Stephen F. Austin,34,25,9,.735,-1.80,-9.08,16,6,13,3,8,5,2560,2257,1370,915,2077,.441,283,860,.329,447,602,.743,367,1340,578,310,170,609,563,2026.0
,stetson,Stetson,31,20,11,.645,-3.57,-4.99,12,6,10,3,7,7,2158,2001,1240,770,1801,.428,249,760,.328,369,539,.685,334,1124,435,224,84,436,534,2026.0
,stonehill,Stonehill,30,12,18,.400,-21.97,-15.18,8,10,8,6,3,12,1794,1946,1200,671,1679,.400,152,526,.289,300,400,.750,351,1085,411,188,69,527,429,2026.0
,stony-brook,Stony Brook,33,18,15,.545,-8.91,-5.51,12,6,13,1,4,11,1896,1894,1325,687,1784,.385,187,618,.303,335,492,.681,437,1190,395,280,91,577,473,2026.0
,syracuse,Syracuse,31,23,8,.742,20.55,9.49,12,6,15,3,6,3,2309,1966,1265,874,2059,.424,166,528,.314,395,544,.726,522,1308,454,328,168,489,481,2026.0
,tarleton-state,Tarleton State,31,14,17,.452,-4.91,-1.88,7,11,8,6,4,9,2009,2021,1260,738,1856,.398,178,577,.308,355,521,.681,380,1230,356,237,132,545,530,2026.0
,texas-christian,TCU,34,29,5,.853,32.08,10.81,15,3,18,0,7,3,2638,1915,1365,984,2091,.471,306,862,.355,364,472,.771,373,1403,567,248,176,469,532,2026.0
,temple,Temple,32,15,17,.469,3.48,4.45,8,10,9,5,4,9,2169,2200,1295,774,1976,.392,207,635,.326,414,574,.721,428,1232,424,289,57,546,568,2026.0
,tennessee,Tennessee,29,16,13,.552,28.00,20.44,8,8,9,4,7,6,2232,2013,1166,807,1953,.413,273,881,.310,345,515,.670,438,1142,396,302,105,450,555,2026.0
,tennessee-state,Tennessee State,29,5,24,.172,-19.03,-2.62,4,16,4,10,1,14,1710,2186,1160,613,1652,.371,135,474,.285,349,535,.652,322,1033,295,235,101,586,590,2026.0
,tennessee-tech,Tennessee Tech,29,15,14,.517,-5.77,-5.40,8,12,11,5,4,9,1920,1866,1170,660,1758,.375,199,622,.320,401,571,.702,439,1116,332,238,73,445,507,2026.0
,tennessee-martin,Tennessee-Martin,30,13,17,.433,-8.77,-3.96,9,11,9,5,4,11,1878,1890,1215,665,1636,.406,158,534,.296,390,533,.732,237,1008,346,260,91,468,484,2026.0
,texas,Texas,34,31,3,.912,46.51,18.19,13,3,18,0,7,3,2889,1926,1360,1129,2259,.500,146,431,.339,485,670,.724,497,1314,614,401,165,411,584,2026.0
,texas-am,Texas A&M,26,14,12,.538,16.04,18.24,7,9,8,5,4,5,1699,1756,1045,599,1535,.390,145,484,.300,356,525,.678,321,969,340,245,84,445,488,2026.0
,texas-am-corpus-christi,Texas A&M-Corpus Christi,29,6,23,.207,-20.88,-7.31,5,17,4,10,2,13,1642,1952,1160,566,1505,.376,170,569,.299,340,522,.651,329,1084,360,170,95,600,534,2026.0
,texas-southern,Texas Southern,31,10,21,.323,-22.34,-9.42,6,12,7,6,3,12,2053,2225,1240,729,1913,.381,164,661,.248,431,685,.629,439,1252,327,264,78,610,634,2026.0
,texas-state,Texas State,30,11,19,.367,-7.99,-1.31,7,11,7,8,4,10,1887,1986,1199,697,1723,.405,110,398,.276,383,548,.699,368,1128,335,254,109,599,547,2026.0
,texas-tech,Texas Tech,32,25,7,.781,24.62,10.71,12,6,15,2,7,4,2303,1858,1280,812,1829,.444,245,715,.343,434,573,.757,329,1117,466,318,185,508,604,2026.0
,texas-pan-american,Texas-Rio Grande Valley,33,20,13,.606,-6.60,-5.57,16,6,9,6,10,4,2192,2132,1335,768,1894,.405,198,608,.326,458,619,.740,410,1404,496,181,103,536,502,2026.0
,toledo,Toledo,32,17,15,.531,0.55,-0.96,9,9,10,5,5,9,2083,2024,1282,759,1802,.421,174,600,.290,391,534,.732,361,1191,415,239,73,570,535,2026.0
,towson,Towson,31,17,14,.548,-7.24,-5.81,10,8,11,4,6,9,2057,2037,1252,730,1894,.385,217,695,.312,380,549,.692,382,1185,401,207,105,447,523,2026.0
,troy,Troy,32,25,7,.781,10.34,0.12,15,3,13,1,9,5,2614,2227,1279,956,2311,.414,237,718,.330,465,650,.715,591,1609,509,308,145,544,557,2026.0
,tulane,Tulane,31,11,20,.355,-0.08,1.99,6,12,7,10,3,8,2015,2079,1255,735,1857,.396,168,611,.275,377,543,.694,389,1200,432,225,116,548,519,2026.0
,tulsa,Tulsa,31,19,12,.613,0.85,-1.09,11,7,12,3,7,6,2105,2045,1254,727,1760,.413,207,667,.310,444,632,.703,326,1142,399,270,108,593,578,2026.0
,alabama-birmingham,UAB,30,11,19,.367,-2.60,-0.98,4,14,7,9,3,9,2047,2097,1215,757,1743,.434,241,684,.352,292,397,.736,238,1050,435,156,49,479,483,2026.0
,california-davis,UC Davis,33,23,10,.697,-0.87,-3.22,15,5,11,3,9,6,2265,2123,1340,789,1920,.411,284,921,.308,403,531,.759,314,1269,481,246,81,502,481,2026.0
,california-irvine,UC Irvine,32,26,6,.813,7.62,-5.82,17,3,14,1,10,4,2285,1855,1285,725,1814,.400,278,779,.357,557,693,.804,357,1214,420,301,74,403,532,2026.0
,california-riverside,UC Riverside,32,11,21,.344,-6.28,-1.81,8,12,5,9,5,11,2009,2085,1285,708,1835,.386,216,749,.288,377,520,.725,314,1107,418,278,76,499,545,2026.0
,california-san-diego,UC San Diego,32,24,8,.750,3.73,-4.21,17,3,11,4,11,4,2275,1981,1300,843,1975,.427,200,643,.311,389,543,.716,301,1115,458,341,93,413,485,2026.0
,california-santa-barbara,UC Santa Barbara,30,20,10,.667,1.24,-4.04,12,8,9,4,10,5,1985,1796,1196,701,1674,.419,264,789,.335,319,439,.727,239,1064,390,153,95,417,472,2026.0
,central-florida,UCF,30,11,19,.367,4.46,8.73,3,15,7,10,2,7,1888,2016,1210,698,1682,.415,99,384,.258,393,540,.728,330,1067,344,201,113,529,453,2026.0
,ucla,UCLA,32,31,1,.969,48.98,20.86,18,0,14,0,9,0,2724,1824,1280,1049,2045,.513,242,645,.375,384,491,.782,447,1354,714,274,137,406,450,2026.0
,north-carolina-asheville,UNC Asheville,30,12,18,.400,-19.27,-13.71,7,9,6,10,6,7,1843,1821,1205,657,1746,.376,160,564,.284,369,587,.629,455,1233,379,252,103,629,551,2026.0
,north-carolina-greensboro,UNC Greensboro,30,14,16,.467,-12.01,-9.01,4,10,10,4,4,11,1876,1665,1200,680,1781,.382,218,689,.316,298,399,.747,381,1103,399,266,88,432,451,2026.0
,north-carolina-wilmington,UNC Wilmington,31,7,24,.226,-18.64,-7.87,2,16,5,8,1,15,1819,2103,1245,654,1676,.390,177,567,.312,334,480,.696,324,1073,324,246,86,608,495,2026.0
,texas-arlington,UT Arlington,33,12,21,.364,-6.48,-0.24,4,14,7,6,1,13,2020,2226,1335,719,1812,.397,117,381,.307,465,690,.674,335,1157,402,300,168,668,654,2026.0
,utah,Utah,31,19,12,.613,16.06,13.79,10,8,10,6,9,3,2117,2023,1245,753,1758,.428,273,797,.343,338,458,.738,322,1193,504,203,78,545,475,2026.0
,utah-state,Utah State,30,6,24,.200,-10.81,0.88,2,18,5,9,1,14,1769,2053,1205,637,1700,.375,177,653,.271,318,424,.750,252,969,321,219,64,471,453,2026.0
,dixie-state,Utah Tech,29,9,20,.310,-8.40,-3.75,4,14,9,8,0,11,1843,1962,1169,639,1686,.379,234,786,.298,331,478,.692,251,1081,382,187,99,492,506,2026.0
,utah-valley,Utah Valley,30,16,14,.533,-2.31,-2.38,9,9,11,4,5,9,1908,1817,1210,659,1684,.391,171,521,.328,419,582,.720,304,936,422,461,91,528,529,2026.0
,texas-el-paso,UTEP,30,13,17,.433,-10.70,-3.74,5,13,10,7,3,9,1983,2094,1220,719,1870,.384,170,572,.297,375,540,.694,434,1167,346,264,62,507,526,2026.0
,texas-san-antonio,UTSA,33,18,15,.545,4.47,3.54,9,9,8,5,5,9,1979,1907,1320,733,1859,.394,143,488,.293,370,533,.694,420,1328,441,241,116,600,522,2026.0
,valparaiso,Valparaiso,32,0,32,.000,-28.46,-2.52,0,20,0,13,0,16,1778,2608,1285,631,1925,.328,188,751,.250,328,494,.664,315,1186,337,182,87,600,599,2026.0
,vanderbilt,Vanderbilt,31,27,4,.871,34.31,15.15,13,3,16,0,7,2,2625,2031,1240,952,2030,.469,300,824,.364,421,550,.765,413,1118,596,347,120,406,465,2026.0
,vermont,Vermont,34,27,7,.794,4.72,-5.91,13,3,14,2,12,4,2236,1755,1370,870,1912,.455,209,615,.340,287,393,.730,311,1132,404,223,106,360,427,2026.0
,villanova,Villanova,32,25,7,.781,21.74,11.27,16,4,12,3,10,3,2299,1964,1280,875,1998,.438,276,798,.346,273,349,.782,308,1127,573,316,126,429,513,2026.0
,virginia,Virginia,30,19,11,.633,20.69,9.73,11,7,12,5,6,4,2258,1929,1230,843,1898,.444,192,600,.320,380,535,.710,439,1275,516,249,200,422,492,2026.0
,virginia-commonwealth,Virginia Commonwealth,31,8,23,.258,-6.09,4.52,4,14,7,6,1,10,1759,2088,1240,664,1790,.371,171,609,.281,260,399,.652,357,1120,370,268,50,559,535,2026.0
,virginia-tech,Virginia Tech,32,23,9,.719,20.55,8.95,12,6,14,4,7,3,2332,1961,1290,852,2086,.408,175,569,.308,453,610,.743,448,1295,497,251,154,431,541,2026.0
,wagner,Wagner,30,13,17,.433,-21.16,-15.12,9,9,8,7,5,10,1709,1789,1200,637,1668,.382,97,402,.241,338,541,.625,356,1067,331,292,95,548,617,2026.0
,wake-forest,Wake Forest,31,14,17,.452,5.53,6.37,4,14,8,10,3,6,2038,2064,1270,775,1735,.447,206,608,.339,282,426,.662,249,1076,530,221,91,513,426,2026.0
,washington,Washington,31,21,10,.677,26.20,16.71,10,8,13,4,7,5,2223,1929,1260,847,1886,.449,229,674,.340,300,411,.730,385,1209,437,214,125,468,490,2026.0
,washington-state,Washington State,34,9,25,.265,-3.94,5.70,6,12,3,11,3,10,2161,2489,1365,823,1989,.414,200,689,.290,315,419,.752,332,1157,503,218,87,545,596,2026.0
,weber-state,Weber State,33,11,22,.333,-8.00,-0.40,4,14,7,8,2,13,2108,2221,1330,738,1844,.400,243,743,.327,389,510,.763,266,1148,452,269,126,589,555,2026.0
,west-georgia,West Georgia,31,18,13,.581,-7.82,-8.41,10,8,12,3,5,9,2263,2116,1270,772,1835,.421,265,803,.330,454,645,.704,364,1188,349,248,75,534,540,2026.0
,west-virginia,West Virginia,33,27,6,.818,31.92,13.74,14,4,14,3,8,2,2517,1917,1320,906,1986,.456,222,640,.347,483,685,.705,423,1207,495,371,76,510,511,2026.0
,western-carolina,Western Carolina,29,3,26,.103,-22.63,-6.01,0,14,3,11,0,12,1625,1928,1159,550,1536,.358,152,523,.291,371,508,.730,326,1004,307,201,91,573,495,2026.0
,western-illinois,Western Illinois,31,26,5,.839,6.06,-6.30,16,4,15,1,9,4,2352,1863,1250,841,1812,.464,163,466,.350,507,647,.784,266,1102,391,249,101,358,423,2026.0
,western-kentucky,Western Kentucky,29,8,21,.276,-11.40,-1.90,4,14,5,9,3,12,1665,1883,1165,621,1558,.399,169,581,.291,254,365,.696,237,882,339,262,118,496,410,2026.0
,western-michigan,Western Michigan,29,9,20,.310,-9.88,-0.67,5,13,5,9,4,11,1631,1901,1165,578,1550,.373,195,675,.289,280,435,.644,262,951,342,178,69,512,476,2026.0
,wichita-state,Wichita State,31,8,23,.258,-7.98,0.62,5,13,6,11,2,10,1874,2078,1250,692,1784,.388,143,531,.269,347,529,.656,364,1135,368,254,98,553,592,2026.0
,william-mary,William & Mary,31,17,14,.548,-7.20,-6.86,9,9,5,8,10,5,1889,1880,1245,713,1806,.395,154,562,.274,309,433,.714,358,1118,438,274,98,482,517,2026.0
,winthrop,Winthrop,32,15,17,.469,-15.50,-9.33,7,9,8,5,5,10,2116,2141,1280,777,1893,.410,138,514,.268,424,630,.673,383,1113,350,370,85,568,553,2026.0
,wisconsin,Wisconsin,30,13,17,.433,11.89,16.49,5,13,11,5,2,9,2056,2194,1220,761,1824,.417,254,739,.344,280,371,.755,350,1042,447,228,117,493,554,2026.0
,wofford,Wofford,29,16,13,.552,-7.78,-7.28,10,4,9,4,7,8,1908,1764,1160,698,1753,.398,181,612,.296,331,436,.759,347,1156,316,137,79,373,419,2026.0
,wright-state,Wright State,32,10,22,.313,-13.34,-4.97,6,14,7,7,3,14,2091,2229,1295,750,1916,.391,255,733,.348,336,473,.710,324,1094,390,230,53,454,563,2026.0
,wyoming,Wyoming,30,10,20,.333,-5.90,1.86,7,13,8,6,2,13,1660,1848,1210,637,1596,.399,184,633,.291,202,283,.714,197,1003,420,154,119,459,384,2026.0
,xavier,Xavier,30,11,19,.367,-1.25,6.95,4,16,8,9,3,9,1751,1997,1200,661,1682,.393,171,604,.283,258,356,.725,284,998,402,176,96,510,493,2026.0
,yale,Yale,27,7,20,.259,-12.00,-2.33,3,11,3,9,4,11,1566,1827,1095,604,1547,.390,96,317,.303,262,357,.734,322,973,343,210,130,486,515,2026.0
,youngstown-state,Youngstown State,33,24,9,.727,0.31,-4.98,15,5,11,4,11,4,2216,1904,1330,818,1904,.430,223,717,.311,357,480,.744,303,1215,514,261,165,467,505,2026.0
